0.062,-0.03995,0.00115,,
0.063,-0.04128,8.98E-04,,
0.064,-0.04265,7.10E-04,,
0.065,-0.04391,5.90E-04,,
0.066,-0.04482,5.52E-04,,
0.067,-0.04522,6.06E-04,,
0.068,-0.04494,7.63E-04,,
0.069,-0.04388,0.00103,,
0.07,-0.04198,0.0014,,
0.071,-0.03925,0.00186,,
0.072,-0.03574,0.00241,,
0.073,-0.03156,0.003,,
0.074,-0.02689,0.00362,,
0.075,-0.02197,0.00423,,
0.076,-0.01699,0.00479,,
0.077,-0.0122,0.00526,,
0.078,-0.00782,0.00561,,
0.079,-0.00411,0.00581,,
0.08,-0.00129,0.00584,,
0.081,4.91E-04,0.0057,,
0.082,0.00115,0.00539,,
0.083,6.23E-04,0.00493,,
0.084,-0.00108,0.00432,,
0.085,-0.00393,0.00362,,
0.086,-0.00779,0.00284,,
0.087,-0.0125,0.00204,,
0.088,-0.01784,0.00125,,
0.089,-0.02351,5.09E-04,,
0.09,-0.02929,-1.55E-04,,
0.091,-0.03486,-7.17E-04,,
0.092,-0.03995,-0.00116,,
0.093,-0.04428,-0.00147,,
0.094,-0.04757,-0.00166,,
0.095,-0.04963,-0.00171,,
0.096,-0.05031,-0.00165,,
0.097,-0.0495,-0.00149,,
0.098,-0.04718,-0.00125,,
0.099,-0.0434,-9.33E-04,,
0.1,-0.03826,-5.71E-04,,
0.101,-0.03198,-1.86E-04,,
0.102,-0.02481,2.05E-04,,
0.103,-0.01705,5.85E-04,,
0.104,-0.0091,9.45E-04,,
0.105,-0.00131,0.00127,,
0.106,0.0059,0.00155,,
0.107,0.01216,0.00177,,
0.108,0.01715,0.00193,,
0.109,0.02054,0.00204,,
0.11,0.02214,0.0021,,
0.111,0.02184,0.00213,,
0.112,0.01963,0.00214,,
0.113,0.01558,0.00215,,
0.114,0.00991,0.00218,,
0.115,0.00289,0.00226,,
0.116,-0.00505,0.0024,,
0.117,-0.01348,0.00263,,
0.118,-0.02193,0.00296,,
0.119,-0.0299,0.00338,,
0.12,-0.03692,0.00388,,
0.121,-0.04256,0.00446,,
0.122,-0.04647,0.00508,,
0.123,-0.04844,0.00572,,
